time (s)	energy (uJ)	charge (mC)	voltage (mV)	crossing#mod 255
7146.549938	4.103356	1.887010	2.174528	214
7147.581172	4.330966	1.916066	2.260343	215
7148.582298	4.221465	1.894718	2.228017	216
7149.604265	3.754143	1.870327	2.007212	217
7150.635011	4.039397	1.943712	2.078187	218
7151.646845	3.885260	1.894030	2.051319	219
7152.656557	3.565342	1.849711	1.927514	220
7153.694264	3.978262	1.890992	2.103796	221
7154.691438	4.049889	1.921764	2.107381	222
7155.726110	3.468449	1.901627	1.823937	223
7156.733954	4.259247	1.920829	2.217401	224
7157.750251	3.839493	1.927513	1.991942	225
7158.771755	4.415642	1.925152	2.293659	226
7159.782727	3.890322	1.904232	2.042988	227
7160.809094	4.214815	1.854758	2.272434	228
7161.820285	3.847631	1.922337	2.001538	229
7162.842100	4.478944	1.882526	2.379220	230
7163.860572	3.975327	1.891744	2.101408	231
7164.871787	4.482802	1.862051	2.407454	232
7165.906070	3.948087	1.903399	2.074229	233
7166.899827	4.457466	1.904263	2.340783	234
7167.940884	4.312810	1.901090	2.268599	235
7168.943129	4.060369	1.928290	2.105684	236
7169.959041	4.690630	1.915653	2.448581	237
7170.992092	4.226164	1.917215	2.204325	238
7171.994671	4.094613	1.899385	2.155756	239
7173.008486	4.795604	1.897090	2.527874	240
7174.048956	4.283238	1.889329	2.267069	241
7175.045035	4.260568	1.904954	2.236573	242
7176.063091	4.803367	1.897543	2.531361	243
7177.095807	4.597229	1.920100	2.394266	244
7178.107711	4.173791	1.876572	2.224158	245
7179.109774	4.781321	1.885303	2.536102	246
7180.148549	4.486331	1.832407	2.448327	247
7181.164094	4.272830	1.910146	2.236913	248
7182.167416	4.525569	1.893800	2.389676	249
7183.190181	4.985871	1.885990	2.643636	250
7184.226939	4.230113	1.872090	2.259566	251
7185.216364	4.431101	1.832872	2.417573	252
7186.244928	5.000329	1.905420	2.624266	253
7187.282633	4.635078	1.915294	2.420035	254
7188.274232	4.628323	1.921289	2.408968	255
7189.294344	5.092056	1.914315	2.659989	0
7190.336764	4.666119	1.936349	2.409751	1
7191.321252	4.819160	1.916225	2.514924	2
7192.361076	4.775923	1.893976	2.521638	3
7193.366958	4.393210	1.909215	2.301055	4
7194.381605	5.059278	1.902050	2.659909	5
7195.412000	4.566640	1.924052	2.373449	6
7196.413841	4.900060	1.891882	2.590045	7
7197.446342	4.906406	1.917547	2.558689	8
7198.451737	4.520689	1.866849	2.421561	9
7199.484630	5.364366	1.929439	2.780272	10
7200.495329	4.932205	1.921806	2.566443	11
7201.510730	5.059177	1.890361	2.676302	12
7202.522675	4.633712	1.918073	2.415816	13
7203.548229	5.056177	1.903833	2.655789	14
7204.557390	4.585552	1.896709	2.417636	15
7205.586335	4.880948	1.889735	2.582874	16
7206.590936	4.929871	1.888313	2.610729	17
7207.620270	4.692145	1.861582	2.520516	18
7208.631924	5.145444	1.876165	2.742533	19
7209.647230	4.644274	1.881179	2.468810	20
7210.677825	4.878386	1.854315	2.630829	21
7211.673680	4.991749	1.881950	2.652434	22
7212.713155	4.821980	1.881832	2.562385	23
7213.715701	5.426908	1.910534	2.840520	24
7214.735498	4.814629	1.925596	2.500331	25
7215.770363	5.384811	1.912102	2.816174	26
7216.768067	5.337609	1.919394	2.780883	27
7217.788616	4.746916	1.912570	2.481957	28
7218.819196	5.109468	1.889847	2.703641	29
7219.815651	5.266682	1.924074	2.737256	30
7220.850717	4.707815	1.898681	2.479519	31
7221.863104	5.455116	1.926157	2.832124	32
7222.874374	5.031091	1.912815	2.630203	33
7223.902448	4.742662	1.877981	2.525405	34
7224.916247	5.254867	1.892793	2.776250	35
7225.932005	5.260485	1.947399	2.701288	36
7226.962440	4.882115	1.899572	2.570113	37
7227.965121	5.846955	1.939580	3.014547	38
7228.989269	4.783158	1.908618	2.506085	39
7230.011589	5.599042	1.891047	2.960817	40
7231.016083	4.958452	1.915806	2.588181	41
7232.045800	5.106542	1.921535	2.657533	42
7233.048857	5.546264	1.924962	2.881233	43
7234.075761	5.005511	1.907404	2.624254	44
7235.091120	5.471623	1.889043	2.896506	45
7236.106840	4.847055	1.892423	2.561296	46
7237.132650	5.450583	1.923807	2.833229	47
7238.136795	5.080532	1.901698	2.671576	48
7239.169572	5.419850	1.898744	2.854439	49
7240.168753	5.297399	1.919055	2.760420	50
7241.202058	5.366302	1.848602	2.902898	51
7242.205254	5.120675	1.924358	2.660979	52
7243.234445	5.733934	1.913623	2.996375	53
7244.244438	4.995124	1.909037	2.616568	54
7245.265979	5.594698	1.885846	2.966677	55
7246.286537	5.141170	1.934979	2.656964	56
7247.295815	5.587865	1.918707	2.912309	57
7248.325014	5.255378	1.913978	2.745789	58
7249.327909	5.345969	1.908184	2.801600	59
7250.356543	5.530134	1.902387	2.906945	60
7251.373481	4.970388	1.909049	2.603594	61
7252.381385	5.729787	1.901301	3.013615	62
7253.419485	5.190167	1.905130	2.724311	63
7254.411052	5.367502	1.883243	2.850137	64
7255.450213	5.723781	1.916314	2.986871	65
7256.465610	5.530119	1.937287	2.854569	66
7257.472923	5.722645	1.905399	3.003384	67
7258.503195	5.274162	1.922793	2.742969	68
7259.504639	5.304968	1.898316	2.794566	69
7260.529786	5.924783	1.908064	3.105129	70
7261.553612	5.160024	1.909492	2.702302	71
7262.553655	5.784793	1.920310	3.012426	72
7263.596549	5.470334	1.920007	2.849122	73
7264.588362	5.419843	1.892789	2.863415	74
7265.623341	5.982581	1.906203	3.138481	75
7266.633856	5.287717	1.918826	2.755704	76
7267.649124	5.983363	1.907596	3.136600	77
7268.677337	5.293457	1.890578	2.799915	78
7269.680368	5.602064	1.878845	2.981653	79
7270.712473	5.641543	1.910420	2.953038	80
7271.717091	5.455818	1.903390	2.866369	81
7272.743103	6.021076	1.916170	3.142246	82
7273.757770	5.424230	1.887483	2.873791	83
7274.774501	6.198458	1.918548	3.230808	84
7275.797402	5.219859	1.891345	2.759866	85
7276.808137	6.117274	1.918172	3.189116	86
7277.833218	5.185967	1.898817	2.731156	87
7278.843852	5.869057	1.885913	3.112052	88
