time (s)	energy (uJ)	charge (mC)	voltage (mV)	crossing#mod 255
5523.795853	3.743981	1.601398	2.337945	175
5523.795853	3.743981	1.601398	2.337945	176
5525.827257	4.071744	1.632148	2.494715	177
5526.849285	4.087289	1.460313	2.798914	178
5527.842686	3.546057	1.599742	2.216644	179
5528.895749	3.618894	1.605157	2.254542	180
5528.895749	3.618894	1.605157	2.254542	181
5530.930161	3.808338	1.603475	2.375053	182
5530.930161	3.808338	1.603475	2.375053	183
5531.914133	3.782668	1.571108	2.407644	184
5533.951636	4.221649	1.602294	2.634754	185
5534.994144	3.905842	1.596134	2.447064	186
5535.984425	4.227336	1.595604	2.649365	187
5535.984425	4.227336	1.595604	2.649365	188
5537.031821	3.535696	1.556109	2.272140	189
5539.071616	3.231659	1.559028	2.072869	190
5539.071616	3.231659	1.559028	2.072869	191
5540.047891	4.179777	1.596236	2.618521	192
5542.085011	3.890990	1.600172	2.431608	193
5542.085011	3.890990	1.600172	2.431608	194
5544.138059	3.879244	1.605491	2.416235	195
5544.138059	3.879244	1.605491	2.416235	196
5545.147593	4.388157	1.614935	2.717235	197
5546.187753	3.777442	1.596649	2.365856	198
5547.179241	3.687742	1.562056	2.360825	199
5549.241536	3.749161	1.597410	2.347026	200
5549.241536	3.749161	1.597410	2.347026	201
5550.220022	3.940877	1.592335	2.474905	202
5551.279169	4.059719	1.648419	2.462796	203
5552.270243	3.362168	1.594276	2.108900	204
5553.286090	3.828331	1.551454	2.467576	205
5554.324772	3.694822	1.589023	2.325217	206
5555.320995	3.620631	1.646694	2.198727	207
5557.387102	3.449712	1.616765	2.133713	208
5557.387102	3.449712	1.616765	2.133713	209
5558.359377	3.938782	1.602157	2.458425	210
5559.413401	3.869847	1.612428	2.400012	211
5560.413645	3.332273	1.612907	2.066004	212
5561.425286	3.998486	1.605815	2.490004	213
5562.466360	3.523049	1.556111	2.264009	214
5563.457879	3.945397	1.633768	2.414907	215
5564.489469	4.203811	1.610008	2.611050	216
5565.509805	3.486129	1.613583	2.160489	217
5566.510462	4.179648	1.579137	2.646793	218
5567.558656	3.262363	1.518784	2.148011	219
5569.595744	3.926278	1.649079	2.380892	220
5569.595744	3.926278	1.649079	2.380892	221
5570.569521	3.655975	1.641380	2.227379	222
5572.605223	3.459542	1.583406	2.184873	223
5573.662508	3.684813	1.606720	2.293377	224
5573.662508	3.684813	1.606720	2.293377	225
5575.696735	3.521637	1.592548	2.211323	226
5575.696735	3.521637	1.592548	2.211323	227
5576.675909	4.088308	1.645983	2.483810	228
5577.732884	3.430018	1.561225	2.197004	229
5578.711298	4.130304	1.586352	2.603650	230
5580.752405	3.897526	1.517722	2.568011	231
5580.759854	4.031040	1.606517	2.509181	232
5582.801031	4.030372	1.617976	2.490997	233
5582.801031	4.030372	1.617976	2.490997	234
5584.844678	3.964859	1.621215	2.445610	235
5585.844382	4.230002	1.681380	2.515791	236
5585.844382	4.230002	1.681380	2.515791	237
5586.868186	3.838503	1.621966	2.366574	238
5588.885962	3.826771	1.609486	2.377636	239
5589.940866	4.005723	1.626818	2.462306	240
